,Src IP,Src Port,Flow Byts/s,Flow Pkts/s,Flow Duration,Tot Fwd Pkts,TotLen Fwd Pkts,Num Src IP,Label
7266936,172.31.64.61,49672,421790.72276159655,7551.240560949299,927,3,148.0,2887729213,Benign
5042872,172.31.67.6,55686,59.03075501470204,0.3291033876993365,115465235,20,905.0,2887729926,Benign
7466017,173.167.113.37,64672,235.0932852567996,1.3783409908790007,11608158,8,1148.0,2913431845,Benign
4172474,193.19.118.97,56360,1309.1472130966913,7.73213562552494,2069286,9,1128.0,3239278177,Benign
3071816,104.105.64.153,443,968750.0,125000.0,32,3,31.0,1751728281,Benign
4908169,152.101.118.11,51179,1251.1214935704093,6.8768128998007105,2181243,8,1148.0,2556786187,Benign
4412381,172.31.66.97,61034,282352.9411764705,5882.35294117647,340,1,40.0,2887729761,Benign
4320215,172.31.66.8,49809,1341.4044572759276,34.04579840801847,146861,4,197.0,2887729672,Benign
3825542,172.31.66.44,65040,466403.162055336,7905.138339920948,253,1,51.0,2887729708,Benign
7155876,172.31.64.112,49637,50.88201175064216,1.2410246768449307,6446286,4,97.0,2887729264,Benign
5100965,23.102.210.90,1026,8400.641223256674,138.7261853381836,64876,5,373.0,392614490,Benign
1574278,172.31.67.119,61210,166197.18309859154,1877.9342723004695,1065,1,33.0,2887730039,Benign
6003186,96.231.60.219,54436,1500.5842661834477,10.2821171000075,1653356,10,1052.0,1625767131,Benign
5544174,172.31.68.8,60259,137693.63166953527,1721.170395869191,1162,1,32.0,2887730184,Benign
6203398,105.27.236.36,49281,811.0258406364198,10.27699058884587,1167657,7,364.0,1763437604,Benign
1836830,172.31.67.94,52114,0.10895528947059714,0.21791057894119428,110136920,12,12.0,2887730014,Benign
5210007,172.31.68.10,52532,132.41049156557511,1.7631223910196419,5671756,6,599.0,2887730186,Benign
4922528,172.31.67.58,52649,46.971988364565384,0.29568697711506986,118368419,18,1566.0,2887729978,Benign
3193415,212.92.114.18,51962,537.040319060233,3.3701312011900924,5044314,9,1128.0,3562828306,Benign
706662,18.221.16.50,53815,557.9529974179595,4.293518851512331,4891093,13,1148.0,316477490,Benign
1408062,172.31.66.63,52456,96.26278631879009,0.5197434470746193,63492864,17,1135.0,2887729727,Benign
1084193,80.68.1.225,64037,1343.7028393046621,7.385688013766922,2030955,8,1148.0,1346634209,Benign
4731716,172.31.67.31,52638,97.2299100737528,0.5301966572813702,24519204,6,433.0,2887729951,Benign
6466269,172.31.65.77,55876,9769.82944196059,165.59032952475576,12078,1,38.0,2887729485,Benign
5569347,172.31.69.10,51831,9.910572111841228,0.2583120446179295,116138603,16,445.0,2887730442,Benign
1655038,172.31.67.28,50489,165477.88873038517,2853.0670470756063,701,1,44.0,2887729948,Benign
7106990,37.46.246.28,60246,1031.0526582598798,6.703308627451474,2386881,9,1032.0,623834652,Benign
6727978,172.31.66.69,54537,7245.259750269771,102.76964184779817,38922,2,80.0,2887729733,Benign
6267026,172.31.64.94,51928,254.6230004422185,0.5089406365025355,117891942,25,1156.0,2887729246,Benign
316718,192.168.10.51,44850,4770.216564420666,20.468152123855063,879415,8,703.0,3232238131,Benign
4647121,172.31.67.17,64632,15484.16917032586,231.107002542177,17308,2,52.0,2887729937,Benign
914965,172.31.65.113,57977,119361.55447605829,1387.9250520471894,1441,1,37.0,2887729521,Benign
3100618,172.31.65.64,50671,128722.38232468779,1921.2295869356387,1041,1,39.0,2887729472,Benign
6566580,172.31.66.10,52334,357758.6206896552,4310.3448275862065,464,1,35.0,2887729674,Benign
7113010,172.31.67.78,61240,40856.802856009526,396.66798889329635,5042,1,79.0,2887729998,Benign
2489085,172.31.64.73,68,1224206.349206349,3968.253968253968,504,1,315.0,2887729225,Benign
2425595,172.31.64.69,52652,168708.76531573985,1885.014137606032,1061,1,46.0,2887729221,Benign
1862519,172.31.64.100,64748,413223.14049586776,8264.462809917355,242,1,42.0,2887729252,Benign
3056615,172.31.65.59,50186,9.91220832013715,0.25835469122859644,116119432,16,445.0,2887729467,Benign
4655638,172.31.67.18,52324,45841.593238753005,119.93029933191768,141749,9,545.0,2887729938,Benign
5147794,46.191.255.35,53843,898.1632511854398,5.296945086239232,3020609,8,1132.0,784334627,Benign
2035322,172.31.64.119,51522,73.21419027100916,0.30697773698536335,117272348,16,1162.0,2887729271,Benign
74250,192.168.10.25,52669,828.0509394095143,142.76740334646794,35022,4,29.0,3232238105,Benign
2418034,72.139.38.226,62536,1556.0719020398853,9.123177146441249,1753775,9,1148.0,1217079010,Benign
927278,172.31.65.123,53090,280112.0448179272,5602.240896358543,357,1,42.0,2887729531,Benign
1805325,172.31.67.82,52302,134.26028283423818,0.5240703892041501,61060500,16,917.0,2887730002,Benign
4965846,211.170.54.2,55038,1046.463030165855,6.446384169399515,2792263,9,1282.0,3551147522,Benign
3427424,172.31.66.116,53121,300578.0346820809,5780.346820809248,346,1,44.0,2887729780,Benign
7158360,172.31.64.112,50851,3.174721134561927,0.11271199294302699,53233022,5,123.0,2887729264,Benign
5466519,172.31.68.30,64442,468354.4303797469,6329.113924050634,316,1,42.0,2887730206,Benign
4731545,172.31.67.31,52580,112871.45312041577,377.21614485099957,23859,4,427.0,2887729951,Benign
6974587,172.31.67.14,50902,40.88820251369594,0.3335996941558004,89928140,17,1313.0,2887729934,Benign
6849425,172.31.67.104,58764,16887.94476898566,212.42697822623472,9415,1,49.0,2887730024,Benign
4993385,152.101.118.11,49978,1256.2848769816756,6.905193534160913,2172278,8,1148.0,2556786187,Benign
917333,172.31.65.113,63490,169611.3074204947,2355.7126030624263,849,1,33.0,2887729521,Benign
544119,172.31.64.111,57889,6383.098909789302,112.97520194317347,17703,1,34.0,2887729263,Benign
672839,204.62.193.124,50541,2006.623548892791,11.02944420424766,1359996,8,1148.0,3426664828,Benign
1363089,104.238.118.162,53402,1111.2509167107462,6.5152124101765985,2455791,8,1148.0,1760458402,Benign
2792583,172.31.65.119,53852,265060.2409638554,4819.277108433735,415,1,39.0,2887729527,Benign
7381467,172.31.65.105,50555,1291666.6666666667,83333.33333333333,24,2,31.0,2887729513,Benign
3049556,172.31.65.45,63161,174647.88732394367,2816.9014084507044,710,1,34.0,2887729453,Benign
863354,212.92.115.147,53626,263.5093934782864,1.9987059578146724,12508093,12,1363.0,3562828691,Benign
2991496,172.31.65.41,53022,105357.14285714287,1785.7142857142858,1120,1,45.0,2887729449,Benign
7303247,172.31.64.86,50085,914084.5070422535,9859.154929577464,710,3,161.0,2887729238,Benign
1428970,172.31.66.72,51572,287.5721218136726,1.0540797533989998,10435643,6,1080.0,2887729736,Benign
5712672,172.31.69.19,51418,459459.45945945935,6756.756756756757,296,1,52.0,2887730451,Benign
568445,172.31.64.118,57764,113557.35805330242,2317.497103128621,863,1,35.0,2887729270,Benign
7206645,212.92.116.6,51233,193.59612047381526,1.1434248532968048,13993049,8,1128.0,3562828806,Benign
1934659,172.31.64.104,50086,100787.40157480314,1574.803149606299,1270,1,38.0,2887729256,Benign
7087036,212.92.114.68,53772,946.1812977872183,6.75040164889811,2666508,9,1075.0,3562828356,Benign
6693936,172.31.66.46,49764,88842.97520661158,2066.115702479339,968,1,35.0,2887729710,Benign
5751517,172.31.69.23,64200,5592.6673916420705,155.35187199005748,12874,1,28.0,2887730455,Benign
4358786,172.31.66.94,50375,203.50632879563625,0.9978752225681112,116246999,36,8231.0,2887729758,Benign
5894157,172.31.69.6,123,5113.999573833369,106.54165778819518,18772,1,48.0,2887730438,Benign
5864255,172.31.69.4,51286,407124.68193384225,5089.058524173028,393,1,32.0,2887730436,Benign
5833159,162.242.237.105,62031,1140.710793657163,7.523926084950142,2392368,10,1148.0,2733829481,Benign
1503746,172.31.66.89,51672,51.87039369216119,0.22354222376863764,116309123,13,639.0,2887729753,Benign
1822166,172.31.67.86,59621,157.21472673222044,4.7640826282491044,419808,2,66.0,2887730006,Benign
1318177,172.31.66.42,50814,4717.141208809855,67.87253537855906,58934,2,74.0,2887729706,Benign
5185785,172.31.67.96,49756,121813.03116147306,2832.8611898016998,706,1,35.0,2887730016,Benign
665058,172.31.64.35,60026,700239.8081534773,4796.163069544365,417,1,98.0,2887729187,Benign
2739424,172.31.65.109,50066,397111.9133574007,7220.216606498195,277,1,47.0,2887729517,Benign
2873603,172.31.65.27,50739,58534.990189666445,654.0222367560497,3058,1,40.0,2887729435,Benign
1772316,172.31.67.63,64043,10615.711252653928,169.85138004246284,23550,2,68.0,2887729983,Benign
7588588,172.31.65.57,57038,114170.04048582996,1619.4331983805669,1235,1,43.0,2887729465,Benign
4807215,172.31.67.45,50982,936.5529163338769,2.693178767315246,5940935,9,363.0,2887729965,Benign
7089333,172.31.67.76,53163,280701.7543859649,7017.543859649123,285,1,32.0,2887729996,Benign
1947692,172.31.64.104,63605,171122.99465240646,2139.03743315508,935,1,32.0,2887729256,Benign
6483397,172.31.65.79,57059,240917.78202676863,3824.091778202677,523,1,55.0,2887729487,Benign
4435973,172.31.66.98,58638,12032.435260266806,174.38311971401168,11469,1,39.0,2887729762,Benign
6702336,23.49.176.40,443,289719.6261682243,37383.17757009346,107,3,31.0,389132328,Benign
6304058,172.31.65.100,51067,133495.14563106798,2427.1844660194174,824,1,41.0,2887729508,Benign
2465976,172.31.64.72,53104,970104.6337817638,10463.378176382661,669,3,161.0,2887729224,Benign
7455535,5.39.217.115,59196,1241.4299403206273,7.790442593374183,2182161,10,1128.0,86497651,Benign
2642271,172.31.64.87,53562,25775.493827660834,68.8967602311689,246746,9,549.0,2887729239,Benign
2952934,172.31.65.37,54819,27031.543764361813,146.22937121370379,47870,3,436.0,2887729445,Benign
3138842,172.31.65.71,64802,88443.39622641508,1179.245283018868,1696,1,47.0,2887729479,Benign
3748283,172.31.66.37,49672,746.3783685978265,11.308763160573129,265281,2,73.0,2887729701,Benign
2942493,172.31.65.36,53855,322981.3664596273,6211.180124223602,322,1,36.0,2887729444,Benign
581980,138.201.182.18,62933,770.7010470689638,5.08340741928961,3540932,11,1148.0,2328475154,Benign
6314740,172.31.65.117,51268,70413.51626008618,58.47237624864144,114361694,1157,16060.0,2887729525,Benign
3987641,172.31.66.61,53741,19.613718977117244,0.2910809450990774,116805997,18,879.0,2887729725,Benign
152332,192.168.10.51,42298,58.368063353968445,0.36307148413309753,115679699,22,1338.0,3232238131,Benign
6708024,162.242.237.105,54683,792.181510145096,5.74738701435378,3131858,11,1052.0,2733829481,Benign
2278147,172.31.64.45,58696,71688.94289185906,1215.0668286755772,1646,1,35.0,2887729197,Benign
4044264,172.31.66.66,56344,221590.9090909091,5681.818181818182,352,1,31.0,2887729730,Benign
1481491,201.211.47.169,65335,8.72326319829722,17.44652639659444,114636,2,1.0,3386060713,Benign
5867779,172.31.69.4,62098,267605.6338028169,7042.2535211267605,284,1,30.0,2887730436,Benign
3896467,172.31.66.55,50293,465949.82078853046,7168.458781362007,279,1,33.0,2887729719,Benign
5094243,172.31.67.77,52851,199.55660553972925,0.5165399625704813,116157518,29,1147.0,2887729997,Benign
5302595,172.31.68.15,50370,240963.85542168675,4819.277108433735,415,1,42.0,2887730191,Benign
2059708,172.31.64.11,50322,7013.442431326709,97.4089226573154,20532,1,42.0,2887729163,Benign
7532025,185.129.148.159,50327,48.99370149824345,5.622228040782036,1245058,5,42.0,3112277151,Benign
2431563,172.31.64.69,62568,216133.94216133942,3044.1400304414,657,1,43.0,2887729221,Benign
5950762,172.31.69.9,52043,78799.24953095683,938.0863039399624,2132,1,41.0,2887730441,Benign
7518730,5.188.136.46,51816,1486.107755628258,8.18040966400876,1833649,8,1144.0,96241710,Benign
7202755,172.31.64.14,51059,432044.1988950276,7734.806629834255,905,3,148.0,2887729166,Benign
1210949,172.31.66.112,55124,17088.35607365214,132.46787653993906,30196,2,66.0,2887729776,Benign
7678619,172.31.65.99,50436,19.435157505876116,0.2891883392559247,117570439,18,873.0,2887729507,Benign
5983021,172.31.64.113,53012,504731.8611987382,6309.148264984227,317,1,32.0,2887729265,Benign
6554338,172.31.66.103,60027,138830.16208597604,1409.4432699083864,1419,1,42.0,2887729767,Benign
4045608,172.31.66.66,61055,3487.2803683998745,89.41744534358652,44734,2,78.0,2887729730,Benign
2936757,172.31.65.36,55726,74776.19799894681,1053.18588730911,1899,1,43.0,2887729444,Benign
4215319,172.31.66.7,57934,178489.70251716246,2288.329519450801,874,1,38.0,2887729671,Benign
1446648,172.31.66.76,65152,8895.985401459855,114.05109489051095,35072,2,72.0,2887729740,Benign
7648626,185.129.148.159,33961,450.03618200642234,3.384791089988761,7090541,15,1460.0,3112277151,Benign
4018163,123.223.160.41,53574,908.2971267796926,5.582447995392181,3045259,9,1148.0,2078253097,Benign
4491012,172.31.67.113,54256,236180.90452261304,5025.125628140703,398,1,39.0,2887730033,Benign
4158924,77.72.83.21,28782,1024.338262093216,6.00564756082501,2664159,9,1148.0,1296585493,Benign
4239089,172.31.66.80,56165,1245.0545422370533,12.640147636924398,158226,1,42.0,2887729744,Benign
2876229,103.46.12.151,59484,1023.8153667801897,6.662572885771299,2701659,10,1148.0,1731071127,Benign
1017924,172.31.65.34,56629,147104.85133020344,3129.8904538341158,639,1,39.0,2887729442,Benign
3703213,141.105.71.81,59965,798.3820549224832,4.973431635647569,3418163,10,1148.0,2372486993,Benign
5006774,212.92.114.68,62766,1250.0709481019826,6.921766047076315,2167077,8,1128.0,3562828356,Benign
6695447,212.92.114.68,51677,818.0717226917151,5.915807912026866,3549811,10,1251.0,3562828356,Benign
5604615,172.31.69.11,61343,392307.69230769237,7692.307692307693,260,1,35.0,2887730443,Benign
81668,192.168.10.5,55349,261.7748631778362,0.9349102256351294,12835457,6,363.0,3232238085,Benign
3366078,172.31.66.108,49730,132.1647883637556,0.793005425033587,119797415,39,3517.0,2887729772,Benign
5670090,94.102.54.148,52888,215.65386266966047,1.501437666076786,12654538,12,1148.0,1583756948,Benign
7689676,129.158.72.21,58695,234.47827295453357,1.460656152519997,11638605,9,1148.0,2174634005,Benign
677780,172.31.64.38,49932,24.57833566473877,0.33757033941106224,62209257,11,709.0,2887729190,Benign
5063781,172.31.67.73,51112,388429.7520661157,8264.462809917355,242,1,39.0,2887729993,Benign
7805437,118.70.81.149,52311,562.2198163579936,3.610063031700533,5263066,9,1282.0,1984319893,Benign
2371641,172.31.64.58,55324,2316.7756275203988,28.95969534400498,138123,2,68.0,2887729210,Benign
5531189,172.31.68.8,51923,494432.07126948773,4454.342984409799,449,1,47.0,2887730184,Benign
6769320,185.222.56.82,27315,1423.1986577475702,8.66043807959982,1732014,8,1036.0,3118348370,Benign
5708799,172.31.69.19,58015,311258.27814569534,6622.51655629139,302,1,31.0,2887730451,Benign
3376492,172.31.66.108,49336,7334.67408020821,59.15059742103395,33812,1,39.0,2887729772,Benign
5983028,172.31.64.113,64640,229437.22943722946,4329.004329004329,462,1,45.0,2887729265,Benign
3730087,172.31.66.35,51932,153846.15384615384,10033.444816053512,299,3,46.0,2887729699,Benign
2856612,172.31.65.18,53086,480874.3169398907,5464.48087431694,366,1,40.0,2887729426,Benign
2835534,172.31.65.122,52469,4519.774011299435,102.7221366204417,38940,2,72.0,2887729530,Benign
1556111,172.31.67.116,49995,161.6442650574082,4.898311062345703,408304,2,66.0,2887730036,Benign
4057486,172.31.66.66,50833,393939.3939393939,7575.757575757575,264,1,44.0,2887729730,Benign
5528495,172.31.68.8,50716,150390.625,5859.375,512,3,77.0,2887730184,Benign
7227158,5.39.216.195,12753,1943.426850473067,10.962608369951491,1641945,10,1460.0,86497475,Benign
6879838,195.222.75.1,62571,212.75137675601877,1.7261774990346352,11586294,13,1036.0,3286125313,Benign
7564861,172.31.65.51,59979,592592.5925925926,7407.407407407407,270,1,32.0,2887729459,Benign
1107615,172.31.65.81,62343,692579.5053003534,7067.137809187279,283,1,34.0,2887729489,Benign
2736609,172.31.65.109,65130,222222.22222222222,4535.14739229025,441,1,41.0,2887729517,Benign
4085602,13.33.81.58,443,2602.918008082745,205.49352695390095,14599,2,38.0,220287290,Benign
5236458,172.31.68.12,60649,83488.80597014925,932.8358208955224,2144,1,40.0,2887730188,Benign
1203638,172.31.66.112,52969,36.065810625772656,0.3025091292003298,119004673,19,2540.0,2887729776,Benign
3675651,172.31.66.28,49715,84677.41935483871,1008.0645161290322,1984,1,41.0,2887729692,Benign
4403614,172.31.66.97,55133,968.8855882492275,2.612490351202303,5741648,8,362.0,2887729761,Benign
3170946,108.17.23.162,9337,1908.8682515034186,10.554008025267702,1421261,8,1132.0,1813059490,Benign
6369744,172.31.65.20,65271,6562.260023735835,93.08170246433808,42973,2,80.0,2887729428,Benign
5852911,216.58.211.162,443,419.8941424767125,33.149537563950986,90499,2,38.0,3627733922,Benign
3755781,172.31.66.37,51081,233707.86516853928,4494.38202247191,445,1,36.0,2887729701,Benign
3789250,172.31.66.40,53606,355.4057441054156,1.5158381474312344,17152227,12,764.0,2887729704,Benign
5942622,172.31.69.9,63894,8192.016697104096,104.35690060005217,38330,2,70.0,2887730441,Benign
4367174,172.31.66.94,50543,242792.1092564492,3034.901365705615,659,1,32.0,2887729758,Benign
2069611,37.46.246.28,60140,1341.7739450184724,7.429534579282793,2018969,8,1128.0,623834652,Benign
5886652,172.31.69.5,62061,11608.861814315682,114.93922588431367,34801,2,74.0,2887730437,Benign
5048120,172.31.67.6,53038,108060.23029229406,1771.4791851195748,1129,1,35.0,2887729926,Benign
1373430,172.31.66.54,53272,41104.734544882565,47.247842780507405,6751631,115,9866.0,2887729718,Benign
7629566,172.31.65.73,49696,312312.3123123123,6006.006006006006,333,1,44.0,2887729481,Benign
7029024,172.31.67.35,50797,124581.9397993311,1672.2408026755852,1196,1,36.0,2887729955,Benign
4603131,172.31.67.12,52419,8933.651985888244,113.80448389666553,17574,1,36.0,2887729932,Benign
2700250,172.31.64.96,51597,125200.64205457465,1605.1364365971108,1246,1,33.0,2887729248,Benign
3537933,172.31.66.13,53872,26217.30422996784,141.60580988408555,49433,3,437.0,2887729677,Benign
6876521,172.31.67.108,53556,40235.22129371711,619.0034045187249,3231,1,51.0,2887730028,Benign
2552670,172.31.64.7,58016,401459.85401459853,7299.270072992701,274,1,39.0,2887729159,Benign
197975,192.168.10.9,3664,53.31388623819687,0.36005518925940966,116648784,22,1743.0,3232238089,Benign
4564805,193.19.118.97,52589,1280.416388195402,7.0897917397309085,2115718,8,1128.0,3239278177,Benign
1369014,151.101.32.175,443,1097.5393875022128,106.21348911311736,28245,3,31.0,2539987119,Benign
1369413,172.31.66.54,51679,1028526.148969889,11093.50237717908,631,3,161.0,2887729718,Benign
1027279,172.31.65.34,60770,336336.3363363364,6006.006006006006,333,1,48.0,2887729442,Benign
7364503,172.31.65.103,50245,66.80934263476901,1.6294961618236343,4909493,4,97.0,2887729511,Benign
4260457,183.131.66.12,52319,587.0782462195392,9.694870121056612,928326,5,373.0,3078832652,Benign
3010243,172.31.65.43,58217,9632.525410476934,125.09773260359654,31975,2,94.0,2887729451,Benign
5888074,144.21.81.16,56003,1519.7043676604235,8.909955984817435,1795744,9,1148.0,2417316112,Benign
7733113,172.31.67.19,63426,249336.8700265252,5305.039787798409,377,1,39.0,2887729939,Benign
6380036,172.31.65.25,50359,101.27046205853915,4.82240295516853,414731,2,42.0,2887729433,Benign
1433471,103.46.12.151,61215,1090.9816316112028,5.996601126481511,2501417,8,1148.0,1731071127,Benign
5500375,172.31.68.5,63239,839506.1728395063,8230.45267489712,243,1,38.0,2887730181,Benign
509831,192.168.10.12,48732,23648.0639426027,104.89272096962831,190671,10,504.0,3232238092,Benign
3380466,23.36.32.88,443,254098.3606557377,32786.88524590164,122,3,31.0,388243544,Benign
3581559,172.31.66.16,60736,108843.53741496599,1511.7157974300833,1323,1,42.0,2887729680,Benign
5377277,172.31.68.21,56897,167233.56009070296,1133.7868480725624,1764,1,35.0,2887730197,Benign
3561632,172.31.66.14,54626,115973.74179431073,2188.183807439825,914,1,45.0,2887729678,Benign
7105382,172.31.67.78,63181,314754.0983606558,6557.377049180328,305,1,40.0,2887729998,Benign
7341464,5.39.216.253,48674,1030.9301433674216,7.037065825033594,3126303,14,1492.0,86497533,Benign
4101776,5.39.217.115,56099,1098.9982847675349,6.896630063140677,2464972,10,1128.0,86497651,Benign
7794388,212.92.116.36,59909,1400.1975472508525,7.753031823094421,1934727,8,1128.0,3562828836,Benign
6864037,172.31.67.107,52698,386745.79624134523,6923.837784371909,1011,3,148.0,2887730027,Benign
528369,192.168.10.19,6273,4920.189942216374,76.2820146080058,52437,1,34.0,3232238099,Benign
3793902,162.242.237.105,60438,818.1495489834439,5.396369322719674,3335576,11,1148.0,2733829481,Benign
4185391,172.31.66.78,60304,485049.8338870432,6644.518272425249,301,1,41.0,2887729742,Benign
5207222,172.31.68.10,50490,151574.8031496063,5905.511811023623,508,3,77.0,2887730186,Benign
6181047,212.92.115.147,46390,1261.248610499677,7.687415342338542,1951241,8,1032.0,3562828691,Benign
5771019,172.31.69.24,52972,4508.088040307611,88.39388314328649,45252,2,86.0,2887730456,Benign
3111652,172.31.65.64,52321,1344.323769766866,15.723085026513052,254403,2,74.0,2887729472,Benign
1532734,172.31.67.10,49499,77.51877515472604,0.13169682135538924,98711570,5,249.0,2887729930,Benign
4475286,187.63.66.234,52290,1182.671796641212,19.530359944533778,460821,5,373.0,3141485290,Benign
3218655,172.31.65.85,51543,17770.111165872626,95.83264881441323,73044,3,438.0,2887729493,Benign
532999,172.31.64.111,50123,402.81213553511935,0.6817196251299528,118817175,34,1386.0,2887729263,Benign
1431769,151.101.34.110,443,1033333.3333333333,100000.0,30,3,31.0,2539987566,Benign
3301346,212.92.111.165,64036,1339.7213871155675,7.3746131400856925,2034005,8,1144.0,3562827685,Benign
4695237,172.31.67.24,54220,64.80042421402561,0.33602134614373075,116064055,20,1206.0,2887729944,Benign
3577289,172.31.66.16,51357,11239.463003434279,156.1036528254761,12812,1,44.0,2887729680,Benign
5168778,172.31.67.96,49917,26393.89156447718,50.58885426362864,296508,7,1006.0,2887730016,Benign
785867,172.31.64.71,137,97.11874579556763,1.9423749159113528,1544501,3,150.0,2887729223,Benign
2073869,173.208.244.91,58282,5067.4549374347125,100.01555797568511,89986,5,286.0,2916152411,Benign
5689453,195.69.197.154,1759,727.5966321754712,4.539134953021288,3745207,10,1144.0,3276129690,Benign
1701448,172.31.67.46,52412,3.531799299986342,0.09933185531211587,90605375,5,320.0,2887729966,Benign
1418143,172.31.66.63,51118,48099.762470308786,593.8242280285036,3368,1,30.0,2887729727,Benign
2801561,5.188.136.46,63006,1455.3545297041865,8.011125851582678,1872396,8,1144.0,96241710,Benign
7086527,195.69.197.154,48067,557.9173129152565,3.829065126992071,4439726,10,1048.0,3276129690,Benign
3400903,172.31.66.109,59328,250602.4096385542,4819.277108433735,415,1,44.0,2887729773,Benign
5232592,172.31.68.12,50626,255.60165935895313,0.4640246654588864,118528182,24,853.0,2887730188,Benign
770519,172.31.64.67,54708,6753.700967829469,120.6018029969548,33167,2,84.0,2887729219,Benign
3455949,145.239.183.169,55212,461.9387989489666,3.046866391015536,5907709,11,1148.0,2448406441,Benign
322149,192.168.10.3,61485,2825.299921913821,14.197487044793071,140870,0,0.0,3232238083,Benign
1613115,172.31.67.15,52014,122.50959914494027,0.3807064314130498,115574617,20,1338.0,2887729935,Benign
2536194,172.31.64.79,62144,168391.34524929445,1881.4675446848544,1063,1,40.0,2887729231,Benign
1950468,172.31.64.107,49940,16.085499450335504,0.27748570480363133,115321256,17,443.0,2887729259,Benign
5338198,77.72.83.21,25496,1161.5825615342935,7.6615925641690295,2349381,11,1148.0,1296585493,Benign
5110072,23.13.154.167,443,29053.420805998125,3748.828491096532,1067,3,31.0,386767527,Benign
201771,192.168.10.25,61468,1259.7193866469745,173.75439815820337,23021,3,29.0,3232238105,Benign
511957,192.168.10.15,54606,519.5530901636513,7.848233990387483,1274172,5,187.0,3232238095,Benign
819110,172.31.64.76,52619,17.949012673630193,0.3287364958540328,60839001,10,440.0,2887729228,Benign
892726,172.31.65.10,50999,67976.35605006955,1216.9680111265645,5752,3,148.0,2887729418,Benign
5967342,212.92.111.165,55312,443.8260676812488,3.4635256117823205,6063186,10,1166.0,3562827685,Benign
2716939,172.31.65.107,54199,368421.05263157893,14354.066985645932,209,3,77.0,2887729515,Benign
5392561,5.39.217.115,63682,214.2857142857143,1.4238253440911248,12642000,10,1128.0,86497651,Benign
4166189,172.31.66.77,53791,21.815455793385013,0.3023924565419705,115743628,19,1692.0,2887729741,Benign
1284254,172.31.66.22,54833,107674.68499427263,2290.950744558992,873,1,39.0,2887729686,Benign
4904733,172.31.67.57,68,559383.4995466908,1813.236627379873,1103,1,315.0,2887729977,Benign
2032680,172.31.64.119,50320,375609.756097561,14634.146341463415,205,3,77.0,2887729271,Benign
5079620,172.31.67.75,53658,2642.86844284797,37.22349919504183,107459,2,86.0,2887729995,Benign
6321279,188.0.131.85,60149,788.7588018890725,5.094929685193848,3140377,9,1048.0,3154150229,Benign
7640636,172.31.65.78,61500,173.96977275198432,3.3455725529227758,1195610,2,72.0,2887729486,Benign
5539688,199.247.10.78,58444,2.71718147145108,0.3791416006675925,15825222,4,43.0,3354856014,Benign
2603615,172.31.64.83,51559,192411.92411924122,2710.0271002710024,738,1,43.0,2887729235,Benign
1038732,172.31.65.40,50737,22.891796554851194,0.2475250186766162,117159874,15,1763.0,2887729448,Benign
5586455,172.31.69.11,49927,19.505995181465337,0.26827233834313463,115554217,16,442.0,2887730443,Benign
506584,192.168.10.16,32349,16304.572729153735,165.5286571487689,24165,1,42.0,3232238096,Benign
2836961,172.31.65.122,63643,165434.38077634008,1848.4288354898335,1082,1,40.0,2887729530,Benign
2395971,106.104.86.26,60933,918.8201337936987,15.173176521363832,593152,5,373.0,1785222682,Benign
1746231,5.39.217.116,51595,1537.9785318862293,8.515938714763175,1761403,8,1128.0,86497652,Benign
5485000,172.31.68.4,60040,268156.4245810056,5586.59217877095,358,1,40.0,2887730180,Benign
1624057,172.31.67.21,50430,1544.171721486996,3.526311307346417,5671649,9,1006.0,2887729941,Benign
5139984,172.31.67.91,52812,7414.9833802096655,73.05402345034153,54754,2,70.0,2887730011,Benign
6322761,172.31.65.117,53098,244897.95918367352,5102.040816326531,392,1,40.0,2887729525,Benign
6695899,77.72.83.21,48400,1503.1468516543457,9.14693824536113,1639893,8,1036.0,1296585493,Benign
6074041,172.31.64.21,49403,1073.3987916506278,1.2897042561351975,117856477,56,1022.0,2887729173,Benign
23515,192.168.10.51,33554,1001.2733585102793,27.208515176909764,183766,3,184.0,3232238131,Benign
5546601,172.31.68.8,59450,102.57704978388881,1.0361318159988768,5790769,3,153.0,2887730184,Benign
4684566,172.31.67.20,51129,25.992773193000158,0.42313816825814216,66172239,13,574.0,2887729940,Benign
3445371,172.31.66.119,49676,1428.0845815549894,32.45646776261339,123242,2,72.0,2887729783,Benign
674803,172.31.64.35,59960,5873.83327969102,80.4634695848085,49712,2,84.0,2887729187,Benign
7257613,172.31.64.57,50364,678870.2928870292,7322.175732217573,956,4,161.0,2887729209,Benign
2669021,172.31.64.8,64224,7127.19298245614,109.64912280701755,18240,1,29.0,2887729160,Benign
2755146,172.31.65.112,52145,50.84506829755492,0.34561353614024254,75228535,10,945.0,2887729520,Benign
4118362,172.31.66.73,60999,3459.119496855346,52.41090146750524,38160,1,37.0,2887729737,Benign
4329993,172.31.66.8,49275,160164.27104722793,2053.388090349076,974,1,46.0,2887729672,Benign
5537055,172.31.68.8,55020,319672.131147541,8196.72131147541,244,1,31.0,2887730184,Benign
2623434,172.31.64.85,52454,287553.64806866954,4291.845493562232,466,1,35.0,2887729237,Benign
2608832,46.191.255.35,64732,979.2155808249883,5.774953665020203,2770585,8,1132.0,784334627,Benign
5425267,172.31.68.26,63148,80419.58041958042,1165.5011655011654,1716,1,42.0,2887730202,Benign
